subjectID,sessionIdx,eventNumber,onsetTime,peakTime,offsetTime,duration,amplitude,direction,peakVelocity,strength,onsetIndex,peakIndex,offsetIndex,absAmplitude,absPeakVelocity,timeSincePrevious,passQC
FLIC_0017,2,12,16.4195,16.471,16.534,0.1145,6.27220134127359,1,82.6465964983481,518.376093408636,32840,32943,33069,6.27220134127359,82.6465964983481,1.225,1
FLIC_0017,2,13,19.91,19.9325,19.964,0.0539999999999985,-3.97275367394262,-1,-59.4727547883426,236.270605084876,39821,39866,39929,3.97275367394262,59.4727547883426,3.4905,1
FLIC_0017,2,14,23.277,23.288,23.322,0.0449999999999982,2.14508265714782,1,60.8931436903331,130.620826469344,46555,46577,46645,2.14508265714782,60.8931436903331,3.367,1
FLIC_0017,2,15,23.74,23.7615,23.792,0.0520000000000032,-3.15347064541941,-1,-83.7631156750717,264.144526450209,47481,47524,47585,3.15347064541941,83.7631156750717,0.462999999999997,1
FLIC_0017,3,1,4.3375,4.3815,4.418,0.0804999999999998,-4.32994065611601,-1,-59.1447547194876,256.093278055919,8676,8764,8837,4.32994065611601,59.1447547194876,NaN,1
FLIC_0017,3,2,5.561,5.595,5.6575,0.0964999999999998,5.15145808054888,1,81.0788155694386,417.674119626517,11123,11191,11316,5.15145808054888,81.0788155694386,1.2235,1
FLIC_0017,3,3,8.213,8.2585,8.3035,0.0905000000000005,-4.46074367305979,-1,-69.5991897495088,310.46414532521,16427,16518,16608,4.46074367305979,69.5991897495088,2.652,1
FLIC_0017,3,4,9.5925,9.6345,9.71,0.117500000000001,-4.25143584922771,-1,-58.9660855359726,250.690529936262,19186,19270,19421,4.25143584922771,58.9660855359726,1.3795,1
FLIC_0017,3,5,10.9645,10.998,11.0655,0.101000000000001,4.89643938041736,1,79.6306571929701,389.906685768174,21930,21997,22132,4.89643938041736,79.6306571929701,1.372,1
FLIC_0017,3,6,12.2105,12.263,12.309,0.0984999999999996,4.20959989054051,1,48.8837501693229,205.781029361991,24422,24527,24619,4.20959989054051,48.8837501693229,1.246,1
